State,year,pollutant,bin,State_abbr
Colorado,2000,0.036347485339124637,1,CO
Oklahoma,2001,0.040672067730722017,2,OK
Oklahoma,2004,0.026307129551434379,1,OK
New York,2005,0.024025548043070291,1,NY
Louisiana,2005,0.052230257855110068,2,LA
New Hampshire,2006,0.029100304807256235,1,NH
Wisconsin,2006,0.019027375133309637,1,WI
Oregon,2007,0.029753438706259017,1,OR
Virginia,2007,0.058615913413191785,2,VA
Oklahoma,2008,0.033005860411014852,1,OK
Ohio,2009,0.0090581421487492091,1,OH
Connecticut,2010,0.11757103728522408,3,CT
New Hampshire,2010,0.030430835983771623,1,NH
California,2012,0.20051331670911782,6,CA
Massachusetts,2015,0.028399878206654822,1,MA
Delaware,2015,0.17076986049543674,5,DE
Massachusetts,2005,0.03678319450331461,1,MA
Arizona,2006,0.22661124028265467,6,AZ
Colorado,2007,0.11646697286906735,3,CO
Massachusetts,2009,0.035598391931245116,1,MA
Louisiana,2009,0.025957950551782689,1,LA
Colorado,2010,0.039441799614588123,1,CO
Indiana,2010,0.012489754613547545,1,IN
Oregon,2011,0.023781807526203413,1,OR
New Jersey,2011,0.035653037546269244,1,NJ
North Dakota,2014,0.011462513475973643,1,ND
Minnesota,2015,0.00807467343526887,1,MN
Virginia,2015,0.016813705625634195,1,VA
Virginia,2016,0.012113454068857591,1,VA
Louisiana,2003,0.031376012606406822,1,LA
Colorado,2004,0.052793190855436253,2,CO
Kansas,2005,0.031659387183631517,1,KS
South Carolina,2006,0.0053752590732192912,1,SC
Maryland,2007,0.058333575222232828,2,MD
Massachusetts,2007,0.038850458421872784,1,MA
Maine,2007,0.0058457416020819648,1,ME
Kansas,2011,0.020438019126365056,1,KS
New Jersey,2015,0.050890812452512889,2,NJ
Rhode Island,2016,0.10902259864974974,3,RI
Illinois,2000,0.059280616895872704,2,IL
Oklahoma,2000,0.016910287991114173,1,OK
New Jersey,2001,0.084346086958190555,3,NJ
Pennsylvania,2002,0.11494293148129654,3,PA
California,2006,0.24004344090161703,7,CA
Tennessee,2010,0.0016170443248315499,1,TN
Minnesota,2011,0.0091386529142552329,1,MN
Arkansas,2011,0.016048446641413052,1,AR
Utah,2012,0.076619764607370466,2,UT
Kansas,2013,0.018501891833985037,1,KS
Missouri,2013,0.0124880443517656,1,MO
Hawaii,2013,0.032465567122900517,1,HI
Delaware,2014,0.19795456698747979,5,DE
Washington,2014,0.017868320084485408,1,WA
Pennsylvania,2015,0.019266116440566614,1,PA
Utah,2015,0.067387670556496651,2,UT
New Hampshire,2016,0.017040658528383105,1,NH
Texas,2001,0.0333847816247935,1,TX
California,2002,0.34632656912379733,9,CA
Florida,2005,0.01594900278541566,1,FL
North Carolina,2006,0.015975537621008527,1,NC
Florida,2007,0.02264695304833543,1,FL
Iowa,2007,0.015604234362837706,1,IA
New York,2008,0.021740609458439978,1,NY
Tennessee,2008,0.0022563327622427539,1,TN
Arizona,2009,0.18115264349665927,5,AZ
Oklahoma,2010,0.020122831453248696,1,OK
Colorado,2011,0.042747538959298545,2,CO
Washington,2013,0.023410120477332166,1,WA
California,2015,0.1599083596802448,5,CA
Wyoming,2008,0.012898740810435542,1,WY
Kansas,2008,0.026221360702612554,1,KS
Pennsylvania,2010,0.04402950763909845,2,PA
Delaware,2012,0.21132504928011669,6,DE
Maryland,2012,0.046363079955927908,2,MD
Colorado,2014,0.12649845849604341,4,CO
Maine,2016,0.013688745448705781,1,ME
Missouri,2002,0.036068728629731359,1,MO
Texas,2004,0.02824592327069983,1,TX
New Hampshire,2004,0.03876370332988268,1,NH
Louisiana,2007,0.030643380883689224,1,LA
Arizona,2007,0.20343811099052014,6,AZ
New York,2007,0.02085754862111731,1,NY
Arizona,2010,0.17641729602117184,5,AZ
South Dakota,2011,0.015665668250879294,1,SD
Illinois,2011,0.029158749461973887,1,IL
Nevada,2012,0.14007274774477449,4,NV
Arizona,2013,0.10628966515828411,3,AZ
Wyoming,2013,0.023505079537530105,1,WY
New Jersey,2000,0.03478335916838049,1,NJ
Colorado,2002,0.048217837097426212,2,CO
New Hampshire,2003,0.037175922117314367,1,NH
Michigan,2004,0.032418446409118833,1,MI
Missouri,2005,0.026180929657317876,1,MO
Michigan,2006,0.027889055552778947,1,MI
South Carolina,2008,0.0045663424262369695,1,SC
Colorado,2008,0.1447397747418622,4,CO
Virginia,2008,0.048298292231767362,2,VA
Maine,2009,0.027295944429515079,1,ME
North Carolina,2009,0.012811389340516443,1,NC
Tennessee,2009,0.0013727655543115662,1,TN
Illinois,2010,0.030702517231792775,1,IL
Nevada,2011,0.16500871520412311,5,NV
Colorado,2012,0.10931840870515899,3,CO
New Mexico,2012,0.038929426720430538,1,NM
Hawaii,2014,0.035930243004493469,1,HI
Maryland,2014,0.047672214769095167,2,MD
California,2014,0.18539308319287232,5,CA
Nevada,2016,0.17248331835491243,5,NV
North Carolina,2000,0.034994646114303835,1,NC
Massachusetts,2002,0.044472051613166988,2,MA
Illinois,2004,0.030001530762718314,1,IL
Oklahoma,2005,0.026802963646239887,1,OK
Illinois,2005,0.028908347178083989,1,IL
Illinois,2007,0.0373799612270259,1,IL
Missouri,2007,0.013305089944150557,1,MO
Colorado,2009,0.03470938277439025,1,CO
Iowa,2011,0.015409086226272621,1,IA
Indiana,2011,0.013173345838633209,1,IN
Colorado,2013,0.10386755881705242,3,CO
Pennsylvania,2013,0.040554971428399138,2,PA
Nevada,2001,0.058180823073611714,2,NV
Pennsylvania,2001,0.12626856931234295,4,PA
Indiana,2001,0.019877451522531675,1,IN
Texas,2002,0.022089696863973676,1,TX
Pennsylvania,2003,0.11148298209790286,3,PA
North Carolina,2004,0.026133837880910352,1,NC
Oregon,2008,0.028522127834413106,1,OR
Texas,2008,0.03787210492757196,1,TX
Kansas,2009,0.019144523861656222,1,KS
Iowa,2010,0.01581433067047289,1,IA
Wyoming,2011,0.027358736201259445,1,WY
Wyoming,2012,0.022165637889613024,1,WY
North Carolina,2013,0.011030210903327819,1,NC
Texas,2013,0.034397308668020508,1,TX
Rhode Island,2013,0.10646993657993156,3,RI
Iowa,2016,0.012405191724144626,1,IA
North Carolina,2016,0.019105262029203998,1,NC
California,2016,0.095680822977706914,3,CA
Texas,2000,0.033160022846739308,1,TX
Michigan,2000,0.025127703538241036,1,MI
Louisiana,2001,0.034998465266577052,1,LA
Louisiana,2004,0.031887552452496686,1,LA
Connecticut,2008,0.1209937793725315,4,CT
Florida,2011,0.0098927481625638216,1,FL
Oklahoma,2014,0.020639190123982562,1,OK
Colorado,2016,0.17272267005652606,5,CO
Kentucky,2003,0.025604817909363361,1,KY
New York,2004,0.022789958101128587,1,NY
Pennsylvania,2005,0.11567472135199458,3,PA
Massachusetts,2006,0.036838067921323693,1,MA
New Hampshire,2008,0.028650670983778128,1,NH
Oklahoma,2009,0.02856102425020457,1,OK
North Carolina,2010,0.015200586939845986,1,NC
Connecticut,2012,0.1049710548718109,3,CT
Arkansas,2014,0.014247670025987745,1,AR
Louisiana,2015,0.018923206526696323,1,LA
Alabama,2016,0.016226359786423974,1,AL
Kentucky,2002,0.039899430051626446,2,KY
Michigan,2005,0.034567367686063583,1,MI
New York,2006,0.022665664044986211,1,NY
Kansas,2006,0.027906405032558236,1,KS
North Carolina,2007,0.018096808016922986,1,NC
Indiana,2009,0.013478223126277198,1,IN
Minnesota,2012,0.007787813095284756,1,MN
Florida,2014,0.0091871800840508337,1,FL
Washington,2016,0.029698665531145717,1,WA
Arkansas,2016,0.01392461863538391,1,AR
Florida,2002,0.020874467470749093,1,FL
North Carolina,2003,0.030122048211750106,1,NC
New Hampshire,2007,0.030245123555037959,1,NH
New Hampshire,2009,0.032639515279632096,1,NH
Texas,2010,0.043201322637937613,2,TX
Maine,2010,0.024785052423555332,1,ME
Oregon,2010,0.023579341088755715,1,OR
North Carolina,2011,0.012997625387053529,1,NC
Hawaii,2011,0.030101359908409661,1,HI
Iowa,2015,0.01263848474241774,1,IA
Florida,2000,0.02297608546685187,1,FL
Pennsylvania,2000,0.12766745900486473,4,PA
New Hampshire,2002,0.0396402224594548,1,NH
South Carolina,2003,0.00618248384633739,1,SC
Colorado,2003,0.051397752360670255,2,CO
Virginia,2006,0.064425462863774138,2,VA
Kansas,2010,0.02038482888122543,1,KS
Ohio,2010,0.0046898268117806733,1,OH
Georgia,2010,0.026191518150448585,1,GA
Delaware,2011,0.18764801654560134,5,DE
New Mexico,2011,0.037979589611773806,1,NM
North Carolina,2012,0.011276347721361867,1,NC
Kansas,2012,0.018823645460355858,1,KS
South Dakota,2013,0.020632301025665031,1,SD
New Jersey,2013,0.051772670268794209,2,NJ
Connecticut,2013,0.080186092410466217,3,CT
New Mexico,2013,0.033344883860593193,1,NM
New York,2014,0.01038103709234129,1,NY
New York,2015,0.010531595860132905,1,NY
Delaware,2016,0.23340771953188053,6,DE
California,2008,0.26970913010102054,7,CA
South Carolina,2009,0.0038067232923739208,1,SC
California,2010,0.255402332554979,7,CA
Idaho,2010,0.034421262525437521,1,ID
Virginia,2014,0.018153939070155809,1,VA
Minnesota,2014,0.007571882795144644,1,MN
Texas,2015,0.031103253937383238,1,TX
Connecticut,2015,0.084561372776808419,3,CT
Kentucky,2000,0.089428075736156659,3,KY
Arizona,2002,0.26637879253223407,7,AZ
Iowa,2008,0.015726373756048059,1,IA
New York,2009,0.020428930473342342,1,NY
Oregon,2009,0.026977977823306923,1,OR
Nevada,2010,0.22120957128712868,6,NV
Arizona,2012,0.12238714790639228,4,AZ
North Dakota,2013,0.012179869544757039,1,ND
Arkansas,2013,0.015742249610183685,1,AR
Maine,2013,0.023765992210254785,1,ME
Rhode Island,2014,0.10287148309662715,3,RI
Arizona,2014,0.10811397622060825,3,AZ
Alaska,2014,0.050689172212776287,2,AK
Nevada,2014,0.1340765885652149,4,NV
Indiana,2015,0.017944335430331148,1,IN
Georgia,2016,0.018944962081128749,1,GA
Tennessee,2003,0.00958216414492838,1,TN
Iowa,2006,0.00867241095890411,1,IA
Florida,2008,0.018729459087583052,1,FL
Iowa,2009,0.014573546249794931,1,IA
New York,2011,0.019594729092863507,1,NY
Missouri,2014,0.01227680487811926,1,MO
Oregon,2015,0.023925957106164384,1,OR
Arizona,2015,0.086233601684466629,3,AZ
Ohio,2016,0.017877672072383541,1,OH
Kansas,2000,0.03116493286855038,1,KS
Massachusetts,2001,0.04743280820816264,2,MA
New Jersey,2003,0.084644400052176633,3,NJ
Oklahoma,2006,0.032023349386446971,1,OK
Illinois,2009,0.0332422771897193,1,IL
Connecticut,2011,0.12165961489147888,4,CT
Arkansas,2012,0.016991684167668511,1,AR
Georgia,2012,0.018386126123883753,1,GA
South Dakota,2014,0.012762044661646106,1,SD
Utah,2014,0.0567301816929532,2,UT
Alabama,2014,0.016033638516672746,1,AL
New Hampshire,2015,0.0131756366276492,1,NH
North Carolina,2002,0.030914507343925757,1,NC
Michigan,2003,0.039163821805137153,1,MI
Pennsylvania,2008,0.10001706965654837,3,PA
Connecticut,2009,0.10803137468033228,3,CT
California,2009,0.24681133852255077,7,CA
Louisiana,2010,0.025601900866992589,1,LA
Pennsylvania,2011,0.046579171306215278,2,PA
Indiana,2013,0.012612089161824859,1,IN
California,2013,0.20216757060993243,6,CA
Alabama,2013,0.020554744408418972,1,AL
Texas,2014,0.033000437739151837,1,TX
Georgia,2014,0.016554830769573745,1,GA
California,2003,0.32633632800704554,9,CA
Texas,2003,0.03168384686294215,1,TX
Florida,2004,0.017558067384634526,1,FL
New Jersey,2004,0.032611647377380051,1,NJ
Maine,2011,0.023486094010874394,1,ME
California,2011,0.21950350208012881,6,CA
New Jersey,2014,0.054411985100542085,2,NJ
Oklahoma,2015,0.025315297698775552,1,OK
Hawaii,2015,0.037135240163711974,1,HI
Kentucky,2015,0.0093091335986199373,1,KY
South Dakota,2015,0.011977901274055777,1,SD
Oklahoma,2016,0.013702166786019541,1,OK
Texas,2016,0.036382728747360822,1,TX
Utah,2016,0.12506298866213153,4,UT
Louisiana,2016,0.026031051676570459,1,LA
Maryland,2016,0.06253834953312816,2,MD
South Carolina,2016,0.024441392886234051,1,SC
Colorado,2001,0.0628863432110022,2,CO
New York,2001,0.027948784875847482,1,NY
Louisiana,2002,0.036305489743784815,1,LA
Illinois,2006,0.027577912335554594,1,IL
Connecticut,2007,0.14012013208274129,4,CT
New Jersey,2008,0.02663608552365293,1,NJ
Louisiana,2008,0.02641368740130837,1,LA
Oregon,2013,0.025338881960085078,1,OR
Oregon,2014,0.022275141429285373,1,OR
Kentucky,2014,0.013504134769595156,1,KY
Rhode Island,2015,0.10760824115805945,3,RI
Georgia,2015,0.015353973401229461,1,GA
Kansas,2003,0.031982024732775033,1,KS
Illinois,2003,0.033822296111496043,1,IL
Indiana,2004,0.018325206572682638,1,IN
Texas,2006,0.027759184671875357,1,TX
Missouri,2008,0.012560910103251955,1,MO
Florida,2009,0.01112166443461848,1,FL
North Dakota,2011,0.011451219993457445,1,ND
Oklahoma,2011,0.032527601607845513,1,OK
Louisiana,2012,0.022984965612221717,1,LA
Oregon,2012,0.023603624340920778,1,OR
Florida,2012,0.0099758785564494964,1,FL
Virginia,2013,0.031183071612136636,1,VA
Ohio,2013,0.022999054948537132,1,OH
Illinois,2013,0.016436732963815814,1,IL
Wyoming,2014,0.032045538912687924,1,WY
Kansas,2015,0.017217083420197791,1,KS
Kansas,2002,0.032074304905785334,1,KS
Florida,2006,0.015719487832987919,1,FL
Maryland,2006,0.026384905265965659,1,MD
New Jersey,2012,0.050921714417258436,2,NJ
North Carolina,2014,0.019574384779061954,1,NC
North Dakota,2016,0.011946316938815663,1,ND
Indiana,2003,0.019312205646366241,1,IN
New Hampshire,2005,0.03629582196162047,1,NH
Indiana,2007,0.014620250689379777,1,IN
Texas,2007,0.031600648006377526,1,TX
Arkansas,2008,0.014455618856851685,1,AR
North Dakota,2009,0.012587248379395123,1,ND
Massachusetts,2011,0.0365482136788261,1,MA
Maine,2012,0.025030760281050769,1,ME
Iowa,2012,0.015860349034105884,1,IA
Oklahoma,2013,0.028970815010672508,1,OK
Ohio,2014,0.021895861059082193,1,OH
Massachusetts,2016,0.031221446539653641,1,MA
Indiana,2016,0.018427497450098709,1,IN
Missouri,2000,0.10497437056009074,3,MO
Michigan,2001,0.025282879853828325,1,MI
Maine,2006,0.0048787268735152271,1,ME
Kansas,2007,0.02089485691022161,1,KS
Louisiana,2013,0.019444969948476696,1,LA
Florida,2013,0.0083869499454290331,1,FL
Florida,2015,0.0075823657709654024,1,FL
Oklahoma,2002,0.033336057633429179,1,OK
Massachusetts,2004,0.033176930978992519,1,MA
New Jersey,2006,0.029620218455219293,1,NJ
Michigan,2007,0.0090177580466148724,1,MI
South Carolina,2007,0.0053292239373543661,1,SC
Pennsylvania,2012,0.046283795750387047,2,PA
Tennessee,2002,0.0053771750140017083,1,TN
Florida,2003,0.020165706351552463,1,FL
Arizona,2003,0.26401341635172548,7,AZ
Rhode Island,2012,0.088563588903282711,3,RI
Texas,2012,0.037577316091605334,1,TX
Iowa,2014,0.013170854758833632,1,IA
Missouri,2016,0.012952122957066641,1,MO
California,2000,0.34932537578577288,9,CA
Missouri,2001,0.10927312965982561,3,MO
Illinois,2002,0.046748341812206981,2,IL
Louisiana,2006,0.052927409860077185,2,LA
Arkansas,2007,0.017333994748418784,1,AR
New Jersey,2007,0.030520233171742676,1,NJ
Arkansas,2009,0.014704721961855266,1,AR
Arkansas,2010,0.016084805204983947,1,AR
Ohio,2011,0.026165946118358721,1,OH
Nevada,2013,0.16074782941598512,5,NV
Arkansas,2015,0.013846998184693121,1,AR
Ohio,2015,0.022191166434273626,1,OH
Missouri,2015,0.013599562964566108,1,MO
New York,2000,0.027149640301648216,1,NY
Arizona,2004,0.22715371739692364,6,AZ
Texas,2005,0.028418714632666171,1,TX
Colorado,2006,0.11922542356629498,3,CO
Indiana,2008,0.012352101974444961,1,IN
Maryland,2009,0.026401468031534477,1,MD
Virginia,2009,0.054897053260184327,2,VA
Idaho,2011,0.036357693263258481,1,ID
Rhode Island,2011,0.075827590055484423,2,RI
Iowa,2013,0.013985304078144406,1,IA
Illinois,2015,0.012815293716831832,1,IL
Colorado,2015,0.1466109050487302,4,CO
Illinois,2016,0.016298435728052688,1,IL
Wyoming,2016,0.019463434027777778,1,WY
Kansas,2016,0.018073665157120569,1,KS
Florida,2001,0.022855339923058812,1,FL
North Carolina,2005,0.01616857275833913,1,NC
Pennsylvania,2007,0.10846841640485226,3,PA
Wyoming,2007,0.0098512419415764316,1,WY
Arizona,2008,0.19297331031844034,5,AZ
Louisiana,2011,0.02351956998133831,1,LA
Maryland,2011,0.029631341304713368,1,MD
Massachusetts,2013,0.0344723681723202,1,MA
Louisiana,2014,0.021130784700565255,1,LA
Alaska,2015,0.048332993910278572,2,AK
Louisiana,2000,0.034971923877357661,1,LA
Kentucky,2001,0.086288742791101034,3,KY
Michigan,2002,0.0405095764674571,2,MI
Connecticut,2006,0.064608023944875109,2,CT
Indiana,2006,0.018514298055759354,1,IN
Wisconsin,2007,0.022233318007981374,1,WI
Florida,2010,0.010465847582974436,1,FL
Utah,2011,0.072229832519896189,2,UT
Arizona,2011,0.11734324150200248,3,AZ
South Dakota,2012,0.015790460256632562,1,SD
Hawaii,2012,0.030109281932682853,1,HI
Massachusetts,2012,0.031173736756538166,1,MA
Virginia,2012,0.04259850973335854,2,VA
