State,year,pollutant,bin,State_abbr
Texas,2016,0.0010309569515182223,1,TX
Utah,2016,0.0026258974867724872,1,UT
Louisiana,2016,0.0022444686704159588,1,LA
Maryland,2016,0.0049716541772106037,1,MD
South Carolina,2016,0.00060705860258846952,1,SC
Texas,2000,0.0054106459211202256,1,TX
Michigan,2000,0.0060102677090814139,2,MI
Louisiana,2001,0.0074431385864695372,2,LA
Louisiana,2004,0.0069755573630136984,2,LA
Connecticut,2008,0.014943953734671405,3,CT
Florida,2011,0.00017794230399838245,1,FL
Oklahoma,2014,0.00059960502849826572,1,OK
Colorado,2016,0.0073477372620528282,2,CO
New York,2000,0.0088237448532834609,2,NY
Arizona,2004,0.017921985773248585,4,AZ
Texas,2005,0.0057509309584692367,1,TX
Colorado,2006,0.010017675397395322,2,CO
Indiana,2008,0.0032782000390263644,1,IN
Maryland,2009,0.0057266705200031565,1,MD
Virginia,2009,0.013657835924121125,3,VA
Idaho,2011,0.0026200259595476985,1,ID
Rhode Island,2011,0.0022775723431498079,1,RI
Iowa,2013,0.00064893688888232259,1,IA
Illinois,2015,0.0017362705341449705,1,IL
Colorado,2015,0.0075709325680683405,2,CO
Illinois,2016,0.0013894111681703541,1,IL
Kansas,2016,0.0016920274036104305,1,KS
Indiana,2000,0.00977500111877309,2,IN
Illinois,2001,0.011569087330007792,2,IL
Massachusetts,2003,0.011842274153630003,3,MA
Nevada,2003,0.00013854923655016104,1,NV
Colorado,2005,0.010413206678507269,2,CO
Oklahoma,2007,0.002134963935264125,1,OK
New York,2010,0.004692727701777707,1,NY
South Carolina,2010,0.0017135195549370992,1,SC
Kentucky,2013,0.0017677724897054165,1,KY
Arizona,2016,0.003071214687619821,1,AZ
California,2000,0.033285576950494458,6,CA
Missouri,2001,0.020199038620829054,4,MO
Illinois,2002,0.0090020736413479636,2,IL
Louisiana,2006,0.0093276310496179463,2,LA
Arkansas,2007,0.0050811810227553789,1,AR
New Jersey,2007,0.0061996965649082263,2,NJ
Arkansas,2009,0.0027851534598951678,1,AR
Arkansas,2010,0.0020779651532913542,1,AR
Ohio,2011,0.0081430178297232838,2,OH
Nevada,2013,0.0049478092265748327,1,NV
Arkansas,2015,0.0017849622031907003,1,AR
Ohio,2015,0.0037440305176779211,1,OH
Missouri,2015,0.0014444372761127208,1,MO
Kansas,2002,0.0057301625909230288,1,KS
Florida,2006,0.0007209587019157864,1,FL
Maryland,2006,0.0090312604975361834,2,MD
New Jersey,2012,0.0040405502289127876,1,NJ
North Carolina,2014,0.00086781013894144754,1,NC
North Dakota,2016,0.000632980677889885,1,ND
Louisiana,2003,0.0067788882168458775,2,LA
Colorado,2004,0.0046306065313233315,1,CO
Kansas,2005,0.0063824990993428653,2,KS
South Carolina,2006,0.0031940763040395792,1,SC
Maryland,2007,0.014792776139204938,3,MD
Massachusetts,2007,0.0062459653007072222,2,MA
Maine,2007,0.0016264366517001745,1,ME
Kansas,2011,0.005645786795186093,1,KS
New Jersey,2015,0.00098699171267390014,1,NJ
Rhode Island,2016,0.0051533872657432188,1,RI
Kentucky,2002,0.010002603469314704,2,KY
Michigan,2005,0.0058241928640123328,1,MI
New York,2006,0.00552638150042015,1,NY
Kansas,2006,0.0079915658330543538,2,KS
North Carolina,2007,0.0038234671096232455,1,NC
Indiana,2009,0.0020520746296129344,1,IN
Minnesota,2012,0.00047658279602555561,1,MN
Florida,2014,0.00020172156365313656,1,FL
Washington,2016,0.00040870258620689655,1,WA
Arkansas,2016,0.0010672017861559663,1,AR
Tennessee,2002,0.0022076723526502167,1,TN
Florida,2003,0.0012104491804448435,1,FL
Arizona,2003,0.020043858327251862,4,AZ
Rhode Island,2012,0.0091732449767095714,2,RI
Texas,2012,0.002057139594155385,1,TX
Iowa,2014,0.00071218294158972341,1,IA
Missouri,2016,0.0011570294372935895,1,MO
Colorado,2000,0.0052147752990310721,1,CO
Oklahoma,2001,0.005333402717961554,1,OK
Oklahoma,2004,0.0054599303224924156,1,OK
New York,2005,0.0089972617648344938,2,NY
Louisiana,2005,0.012204457288565966,3,LA
New Hampshire,2006,0.0060279484807256251,2,NH
Wisconsin,2006,0.0033835965661660151,1,WI
Oregon,2007,0.0030344137073863645,1,OR
Virginia,2007,0.017373949687802655,3,VA
Oklahoma,2008,0.00314997629016087,1,OK
Ohio,2009,0.004329279190767134,1,OH
Connecticut,2010,0.011682647419999732,2,CT
New Hampshire,2010,0.0038626322701966372,1,NH
California,2012,0.011067716166199972,2,CA
Massachusetts,2015,0.0014130648322860752,1,MA
Delaware,2015,0.0125381444512616,3,DE
Indiana,2003,0.0045095429304625864,1,IN
New Hampshire,2005,0.011931065841427783,3,NH
Indiana,2007,0.004520191061795552,1,IN
Texas,2007,0.0025130716996608158,1,TX
Arkansas,2008,0.0028299193264280571,1,AR
North Dakota,2009,0.00068477284255867826,1,ND
Massachusetts,2011,0.0024633475518564276,1,MA
Maine,2012,0.0031450012916507341,1,ME
Iowa,2012,0.000738307695655951,1,IA
Oklahoma,2013,0.0011901021940795887,1,OK
Ohio,2014,0.0040338972033691156,1,OH
Massachusetts,2016,0.0013350269523376035,1,MA
Indiana,2016,0.000522571027089274,1,IN
North Carolina,2001,0.0084038558994509287,2,NC
New York,2002,0.00798600456854974,2,NY
Missouri,2003,0.0074784342508529182,2,MO
Oklahoma,2003,0.004737878977585824,1,OK
Pennsylvania,2004,0.037136538204083511,7,PA
New Mexico,2014,0.0015170821293344935,1,NM
Tennessee,2016,0.0002469376695741867,1,TN
New York,2016,0.00064341037731694155,1,NY
Kentucky,2003,0.0083425435808210952,2,KY
New York,2004,0.0084736615751087336,2,NY
Pennsylvania,2005,0.047773348691189536,9,PA
Massachusetts,2006,0.0047495166447512607,1,MA
New Hampshire,2008,0.0052621233865341,1,NH
Oklahoma,2009,0.0025880093337962945,1,OK
North Carolina,2010,0.001176087821992665,1,NC
Connecticut,2012,0.0083838336951906,2,CT
Arkansas,2014,0.0018354273565167611,1,AR
Louisiana,2015,0.0021583243186874307,1,LA
Alabama,2016,0.0014226874792769514,1,AL
Kansas,2001,0.0030334496616607866,1,KS
Nevada,2002,0.00061257235120063729,1,NV
New York,2003,0.0087006325909101991,2,NY
Maine,2008,0.0054686663716974268,1,ME
Virginia,2011,0.0021903324126052461,1,VA
New York,2013,0.0011079522984998209,1,NY
Connecticut,2014,0.0058506956346252928,1,CT
Illinois,2014,0.0014295443993554266,1,IL
Tennessee,2015,0.00018338136544744291,1,TN
North Carolina,2002,0.0077031487199970394,2,NC
Michigan,2003,0.00691575359374677,2,MI
Pennsylvania,2008,0.037166888651359489,7,PA
Connecticut,2009,0.012804861125414815,3,CT
California,2009,0.018261533730840822,4,CA
Louisiana,2010,0.0027411793041213568,1,LA
Pennsylvania,2011,0.00901371234262755,2,PA
Indiana,2013,0.0024996322065322248,1,IN
California,2013,0.0089941106217822017,2,CA
Alabama,2013,0.0012782134692531737,1,AL
Texas,2014,0.0013024249067411374,1,TX
Georgia,2014,0.00057130790752630645,1,GA
Arizona,2000,0.025465065162205414,5,AZ
Indiana,2005,0.0063385653041165583,2,IN
California,2007,0.02346893305005025,4,CA
Pennsylvania,2009,0.015779442594774387,3,PA
Maryland,2010,0.0049267532722447882,1,MD
Illinois,2012,0.0025116540021538829,1,IL
Ohio,2012,0.0065078832728915365,2,OH
Georgia,2013,0.00051070268972142193,1,GA
Maine,2014,0.0024301854852172861,1,ME
Pennsylvania,2016,0.0023940285520021361,1,PA
Massachusetts,2005,0.0038879566555331357,1,MA
Arizona,2006,0.017468817204160516,3,AZ
Colorado,2007,0.00940736121430603,2,CO
Massachusetts,2009,0.0041948381495626342,1,MA
Louisiana,2009,0.0038577891693101596,1,LA
Colorado,2010,0.0025075376323055679,1,CO
Indiana,2010,0.0039707251185048488,1,IN
Oregon,2011,0.0019337398704386648,1,OR
New Jersey,2011,0.0033143837716734853,1,NJ
North Dakota,2014,0.00039985304930031387,1,ND
Minnesota,2015,0.000856207345389398,1,MN
Virginia,2015,0.001302959404424492,1,VA
Virginia,2016,0.00064626375195618157,1,VA
North Carolina,2000,0.0070384500760539651,2,NC
Massachusetts,2002,0.008989201638205024,2,MA
Illinois,2004,0.0066750072761060358,2,IL
Oklahoma,2005,0.0012459264324552067,1,OK
Illinois,2005,0.0073250536966664526,2,IL
Illinois,2007,0.0047162156607443058,1,IL
Missouri,2007,0.0035643774409549458,1,MO
Colorado,2009,0.0033430648323170731,1,CO
Iowa,2011,0.00088595009350128455,1,IA
Indiana,2011,0.00181001592853839,1,IN
Colorado,2013,0.0076715074235023106,2,CO
Pennsylvania,2013,0.0090184208246909883,2,PA
California,2005,0.025837706768909976,5,CA
North Dakota,2008,0.00049286014778582245,1,ND
Massachusetts,2008,0.0045973757072221774,1,MA
Texas,2009,0.0021913537020545842,1,TX
Georgia,2011,0.0014185186628186631,1,GA
Massachusetts,2014,0.0020270329976600876,1,MA
Alabama,2015,0.0017196405792163547,1,AL
Nevada,2015,0.003890600977506336,1,NV
Kentucky,2000,0.033818992430566658,6,KY
Arizona,2002,0.021110899921478053,4,AZ
Iowa,2008,0.0009182774250712885,1,IA
New York,2009,0.0054148075915180565,1,NY
Oregon,2009,0.004185823599603746,1,OR
Nevada,2010,0.0042617376237623766,1,NV
Arizona,2012,0.005373465753667761,1,AZ
North Dakota,2013,0.00055258779028132985,1,ND
Arkansas,2013,0.0020888127593269609,1,AR
Maine,2013,0.004924402159223947,1,ME
Rhode Island,2014,0.0086942254896183215,2,RI
Arizona,2014,0.0052133440757548789,1,AZ
Alaska,2014,0.025876222905027928,5,AK
Nevada,2014,0.0037056986064213375,1,NV
Indiana,2015,0.0016795016347384416,1,IN
Georgia,2016,0.00045817928949357513,1,GA
Virginia,2000,0.040609579323665025,7,VA
Arizona,2001,0.018391694331767752,4,AZ
Indiana,2002,0.0046701752254404922,1,IN
New Jersey,2002,0.018175040455785423,4,NJ
Missouri,2004,0.0070933545233040629,2,MO
Arizona,2005,0.016883507225921312,3,AZ
Missouri,2006,0.0034211971295268154,1,MO
Virginia,2010,0.005078119543866718,1,VA
New York,2012,0.0015427346743331972,1,NY
Utah,2013,0.0013143009781669977,1,UT
Kansas,2014,0.0027431011935363779,1,KS
New Hampshire,2014,0.0036260132047071709,1,NH
North Dakota,2015,0.00031159157020810161,1,ND
Maine,2015,0.0034621791557665335,1,ME
Florida,2016,0.00073138043874944249,1,FL
Florida,2001,0.0021179297636806154,1,FL
North Carolina,2005,0.0028038990776302654,1,NC
Pennsylvania,2007,0.04843173098718262,9,PA
Wyoming,2007,0.0058112700280156119,1,WY
Arizona,2008,0.013894433938719862,3,AZ
Louisiana,2011,0.002514959344174888,1,LA
Maryland,2011,0.0045331648182130539,1,MD
Massachusetts,2013,0.0021126832910679065,1,MA
Louisiana,2014,0.0025101337375743097,1,LA
Alaska,2015,0.026778308571231077,5,AK
Colorado,2001,0.0059456049236380213,2,CO
New York,2001,0.0089039357673185073,2,NY
Louisiana,2002,0.0052676594205018972,1,LA
Illinois,2006,0.0044297305276487153,1,IL
Connecticut,2007,0.019113667572937389,4,CT
New Jersey,2008,0.0055486799045029117,1,NJ
Louisiana,2008,0.0048297224678547261,1,LA
Oregon,2013,0.0028035273320195183,1,OR
Oregon,2014,0.0021909411466141935,1,OR
Kentucky,2014,0.0017208163891987908,1,KY
Rhode Island,2015,0.004690456494522691,1,RI
Georgia,2015,0.0004047607188732908,1,GA
California,2008,0.022537987759531738,4,CA
South Carolina,2009,0.0014244794703430236,1,SC
California,2010,0.016442296614918844,3,CA
Idaho,2010,0.0011839545634920641,1,ID
Virginia,2014,0.0019966926345197492,1,VA
Minnesota,2014,0.00050450703265952359,1,MN
Texas,2015,0.0008577568360082895,1,TX
Connecticut,2015,0.0038279906409991993,1,CT
Missouri,2002,0.0085125139432723571,2,MO
Texas,2004,0.005200631410856825,1,TX
New Hampshire,2004,0.0093496699663561042,2,NH
Louisiana,2007,0.0051906482138800543,1,LA
Arizona,2007,0.015945599210991805,3,AZ
New York,2007,0.0072463134399795587,2,NY
Arizona,2010,0.010992372084026758,2,AZ
South Dakota,2011,0.001098201285461784,1,SD
Illinois,2011,0.0062378219904944366,2,IL
Nevada,2012,0.003706757356985699,1,NV
Arizona,2013,0.0044177787998217477,1,AZ
Wyoming,2013,0.0011638705979776847,1,WY
Florida,2002,0.0012213026338527848,1,FL
North Carolina,2003,0.00974451241881101,2,NC
New Hampshire,2007,0.0049391249784334042,1,NH
New Hampshire,2009,0.0058830239319092115,2,NH
Texas,2010,0.0031065100748508246,1,TX
Maine,2010,0.0037617931488670053,1,ME
Oregon,2010,0.0034845395869006843,1,OR
North Carolina,2011,0.0007422763914265697,1,NC
Hawaii,2011,0.0094752763582431291,2,HI
Iowa,2015,0.00068685517882158189,1,IA
Wyoming,2008,0.0030931586524408083,1,WY
Kansas,2008,0.0063086085771961124,2,KS
Pennsylvania,2010,0.012959798809001433,3,PA
Delaware,2012,0.016950227701840719,3,DE
Maryland,2012,0.00507889195147391,1,MD
Colorado,2014,0.0070742628600985718,2,CO
Maine,2016,0.00069444215805071767,1,ME
Oklahoma,2002,0.0052880762673255984,1,OK
Massachusetts,2004,0.0071734771140540355,2,MA
New Jersey,2006,0.0066235628959916918,2,NJ
Michigan,2007,0.00257815371809101,1,MI
South Carolina,2007,0.0023123922411926218,1,SC
Pennsylvania,2012,0.0095855589586632036,2,PA
Missouri,2000,0.025787977539988783,5,MO
Michigan,2001,0.0059852472234176689,2,MI
Maine,2006,0.0017192900727089485,1,ME
Kansas,2007,0.006546649562968819,2,KS
Louisiana,2013,0.0012807534862231186,1,LA
Florida,2015,6.4698933463693613e-05,1,FL
Illinois,2000,0.014240846997100261,3,IL
Oklahoma,2000,0.0033650006744880478,1,OK
New Jersey,2001,0.017460649256399029,3,NJ
Pennsylvania,2002,0.041323730278719974,8,PA
California,2006,0.022368194117738133,4,CA
Tennessee,2010,0.00159181878103455,1,TN
Minnesota,2011,0.0010841807972870564,1,MN
Arkansas,2011,0.00219538992864379,1,AR
Utah,2012,0.00201848590647277,1,UT
Kansas,2013,0.0031878197418805849,1,KS
Missouri,2013,0.0025811304815939406,1,MO
Hawaii,2013,0.013327114371366279,3,HI
Delaware,2014,0.019032131036538624,4,DE
Washington,2014,0.00053166988287250386,1,WA
Pennsylvania,2015,0.0037231585982136534,1,PA
Utah,2015,0.00099651522209674367,1,UT
New Hampshire,2016,0.0032495323513586226,1,NH
California,2004,0.030263050438930558,6,CA
Illinois,2008,0.0046452197795268,1,IL
Idaho,2009,0.00080980445005445,1,ID
North Dakota,2010,0.00072022367655817491,1,ND
Indiana,2012,0.0011234124295994993,1,IN
Oklahoma,2012,0.002394974903662883,1,OK
Maryland,2013,0.0042707380445538715,1,MD
Delaware,2013,0.015221475167520692,3,DE
Indiana,2014,0.0032556448631911989,1,IN
Pennsylvania,2014,0.0096141787582465187,2,PA
Maryland,2015,0.0062181650645752318,2,MD
Texas,2001,0.0040428003210288771,1,TX
California,2002,0.033806339432029382,6,CA
Florida,2005,0.00095871724708936849,1,FL
North Carolina,2006,0.0034566559083465793,1,NC
Florida,2007,0.0024311714391393878,1,FL
Iowa,2007,0.0011060552912044949,1,IA
New York,2008,0.0066955102380968261,2,NY
Tennessee,2008,0.0024475257500662872,1,TN
Arizona,2009,0.010853895142033021,2,AZ
Oklahoma,2010,0.0027660568762951625,1,OK
Colorado,2011,0.0034329116092966269,1,CO
Washington,2013,0.0021757153443766348,1,WA
California,2015,0.0081332153846385268,2,CA
Florida,2000,0.0036419043233550294,1,FL
Pennsylvania,2000,0.041706418124524171,8,PA
New Hampshire,2002,0.0044072287784679073,1,NH
South Carolina,2003,0.0018394682534001435,1,SC
Colorado,2003,0.0047885662594929056,1,CO
Virginia,2006,0.017114200842530885,3,VA
Kansas,2010,0.0080956457221446759,2,KS
Ohio,2010,0.0013610157602086891,1,OH
Georgia,2010,0.0018221351966873707,1,GA
Delaware,2011,0.020784052528921172,4,DE
New Mexico,2011,0.001144571200179508,1,NM
North Carolina,2012,0.0003039914661898571,1,NC
Kansas,2012,0.004381480622925359,1,KS
South Dakota,2013,0.0021777783767317118,1,SD
New Jersey,2013,0.0018458945534510058,1,NJ
Connecticut,2013,0.0056898443679349771,1,CT
New Mexico,2013,0.0022360921213270589,1,NM
New York,2014,0.00088015227220956851,1,NY
New York,2015,0.00061518197459419941,1,NY
Delaware,2016,0.01403774909200969,3,DE
Nevada,2001,0.002846796330176495,1,NV
Pennsylvania,2001,0.043225316567823482,8,PA
Indiana,2001,0.0044066210479918721,1,IN
Texas,2002,0.00048623157548776964,1,TX
Pennsylvania,2003,0.0399143902684737,7,PA
North Carolina,2004,0.007046443716322892,2,NC
Oregon,2008,0.0025304441572980177,1,OR
Texas,2008,0.0024681368407744888,1,TX
Kansas,2009,0.0072575335823959258,2,KS
Iowa,2010,0.00081063038914970412,1,IA
Wyoming,2011,0.000801478916339186,1,WY
Wyoming,2012,0.0015855788592484329,1,WY
North Carolina,2013,0.00033007530995093995,1,NC
Texas,2013,0.0015014019334455776,1,TX
Rhode Island,2013,0.009747006823426432,2,RI
Iowa,2016,0.00033427459897960888,1,IA
North Carolina,2016,0.0006601784515513384,1,NC
California,2016,0.0076382469539458386,2,CA
Tennessee,2003,0.0023905676185658553,1,TN
Iowa,2006,0.00048630023114313876,1,IA
Florida,2008,0.0022596888012352155,1,FL
Iowa,2009,0.00071165488473068892,1,IA
New York,2011,0.0035535028702468104,1,NY
Missouri,2014,0.0022105167997780849,1,MO
Oregon,2015,0.00121423053652968,1,OR
Arizona,2015,0.0036050929031239925,1,AZ
Ohio,2016,0.0027869750703514709,1,OH
Kansas,2000,0.00275472365953279,1,KS
Massachusetts,2001,0.011641121282809896,2,MA
New Jersey,2003,0.02213020549167153,4,NJ
Oklahoma,2006,0.0057624743410091064,1,OK
Illinois,2009,0.0043920980787355767,1,IL
Connecticut,2011,0.011109262465214058,2,CT
Arkansas,2012,0.0020974517772800881,1,AR
Georgia,2012,0.00069765320953690986,1,GA
South Dakota,2014,0.0017836840570421401,1,SD
Utah,2014,0.0019217071832979475,1,UT
Alabama,2014,0.0020213239000906875,1,AL
New Hampshire,2015,0.0032901043994413414,1,NH
California,2001,0.037911473699340476,7,CA
Kansas,2004,0.0063047854063828885,2,KS
New Jersey,2005,0.0083441852836856224,2,NJ
Pennsylvania,2006,0.048790803088192593,9,PA
North Carolina,2008,0.0026921545834273672,1,NC
Maryland,2008,0.011582856671371929,2,MD
Massachusetts,2010,0.0031180907761600382,1,MA
Texas,2011,0.0019707432694910376,1,TX
North Dakota,2012,0.00057495011382479406,1,ND
Wyoming,2015,0.0021653037095030782,1,WY
New Mexico,2015,0.0019450990495428787,1,NM
North Carolina,2015,0.00070455232148998383,1,NC
Washington,2015,0.001640594524049539,1,WA
